Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Month_name,Time,Hour,Local_Authority_District,Local_Authority_Highway,1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location
201501MM70434,534500,176780,-0.064783,51.474003,1,3,2,1,2015-06-02,3,June,15:45:00,15,8,E09000028,3,202,3,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01032805
201501MM70437,533410,177090,-0.080351,51.477046,1,3,2,1,2015-06-03,4,June,18:00:00,18,8,E09000028,4,217,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01004011
201501MM70438,531580,178280,-0.106243,51.488169,1,3,2,1,2015-05-26,3,May,12:36:00,12,9,E09000022,3,3,6,30,3,2,5,0,0,5,1,1,1,0,0,1,1,E01003108
201501MM70440,532200,179520,-0.096855,51.499167,1,3,2,1,2015-05-29,6,May,08:20:00,8,8,E09000028,3,3,6,30,6,2,3,3202,0,5,1,1,1,0,0,1,1,E01003937
201501MM70443,534180,178840,-0.068606,51.492591,1,3,2,1,2015-06-06,7,June,19:35:00,19,8,E09000028,3,2206,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01004043
201501MM70444,534540,175500,-0.064694,51.462491,1,3,1,1,2015-01-02,6,January,17:30:00,17,8,E09000028,5,0,6,30,0,-1,-1,0,0,5,4,1,1,0,0,1,1,E01004015
201501MM70445,535270,176110,-0.053959,51.467799,1,2,2,1,2015-01-18,1,January,02:55:00,2,8,E09000028,3,2214,6,30,3,4,6,0,0,1,4,2,2,0,0,1,1,E01004000
201501MM70446,534390,173350,-0.067668,51.443206,1,3,2,2,2015-06-05,6,June,11:35:00,11,8,E09000028,3,2216,6,30,3,2,3,205,0,0,1,1,1,0,0,1,1,E01003949
201501MM70447,532530,176660,-0.093176,51.473389,1,3,1,1,2015-06-06,7,June,00:30:00,0,8,E09000028,3,215,6,30,0,-1,-1,0,0,4,4,1,1,0,0,1,2,E01003922
201501MM70448,535690,178760,-0.046899,51.491512,1,3,1,1,2015-04-17,6,April,14:30:00,14,8,E09000028,3,2208,2,30,3,4,3,200,0,1,1,1,1,0,0,1,1,E01004036
201501MM70449,532920,180270,-0.086206,51.505739,1,3,2,1,2015-06-08,2,June,10:10:00,10,8,E09000028,3,200,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01004027
201501MM70450,532080,178840,-0.098837,51.493085,1,3,2,1,2015-06-08,2,June,16:12:00,16,8,E09000028,6,0,6,30,3,4,3,215,0,0,1,1,1,0,0,1,1,E01032720
201501MM70451,532740,176720,-0.090132,51.473879,1,2,2,1,2015-04-24,6,April,14:25:00,14,8,E09000028,3,202,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01003913
201501MM70452,534570,176770,-0.063779,51.473896,1,3,2,1,2015-05-02,7,May,23:15:00,23,8,E09000028,3,202,3,30,3,4,6,0,0,4,4,2,2,0,0,1,1,E01004005
201501MM70454,532710,176000,-0.090833,51.467416,1,3,1,1,2015-06-03,4,June,08:45:00,8,8,E09000028,3,2216,6,30,3,2,3,215,0,5,1,1,1,0,0,1,1,E01004051
201501MM70455,533450,179660,-0.078805,51.500132,1,3,2,1,2015-05-13,4,May,14:40:00,14,8,E09000028,3,100,6,30,6,4,6,0,0,4,1,1,1,0,0,1,1,E01003976
201501MM70457,535140,175980,-0.055879,51.466661,1,3,2,1,2015-06-01,2,June,08:00:00,8,8,E09000028,3,2214,6,30,6,4,5,0,0,0,1,1,1,0,0,1,1,E01004068
201501MM70460,532350,180150,-0.094459,51.504794,1,3,2,1,2015-01-28,4,January,15:41:00,15,8,E09000028,3,3200,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,E01003935
201501MM70462,532160,176960,-0.098388,51.476171,1,3,2,1,2015-04-09,5,April,17:28:00,17,8,E09000028,3,202,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01003919
201501MM70463,532050,179050,-0.09919,51.494979,1,3,1,1,2015-06-10,4,June,15:00:00,15,8,E09000028,3,201,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01032720
201501MM70467,532530,176610,-0.093195,51.47294,1,3,1,1,2015-06-11,5,June,17:50:00,17,8,E09000028,3,215,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1,E01003922
201501MM70469,532950,178960,-0.086267,51.493959,1,3,1,1,2015-06-14,1,June,16:05:00,16,8,E09000028,3,201,1,30,1,4,3,2,0,0,1,1,1,0,0,1,1,E01003960
201501MM70470,533450,179660,-0.078805,51.500132,1,3,2,1,2015-05-20,4,May,06:40:00,6,8,E09000028,3,100,6,30,6,4,6,0,0,4,1,1,1,0,0,1,1,E01003976
201501MM70471,532550,180010,-0.091632,51.503489,1,3,2,1,2015-05-26,3,May,14:50:00,14,8,E09000028,3,3,6,30,0,-1,-1,0,0,5,1,1,1,0,0,1,1,E01003929
201501MM70472,531960,178840,-0.100564,51.493113,1,3,2,1,2015-05-11,2,May,17:55:00,17,8,E09000028,3,3,3,30,3,2,3,215,0,5,1,1,1,0,0,1,1,E01032719
201501MM70473,532410,177640,-0.094536,51.482224,1,3,2,2,2015-06-06,7,June,17:50:00,17,8,E09000028,3,215,6,30,6,2,4,214,0,5,1,1,1,0,0,1,1,E01003923
201501MM70474,534530,175540,-0.064823,51.462853,1,3,1,1,2015-06-08,2,June,08:10:00,8,8,E09000028,3,2214,6,30,6,2,5,0,0,5,1,1,1,0,0,1,1,E01004064
201501MM70476,532690,178190,-0.090299,51.487101,1,2,1,1,2015-06-15,2,June,09:37:00,9,8,E09000028,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01003973
201501MM70477,533150,178830,-0.083437,51.492744,1,3,2,2,2015-02-13,6,February,07:10:00,7,8,E09000028,3,2,7,30,3,4,3,2,0,0,1,1,2,0,0,1,1,E01003979
201501MM70478,532460,177900,-0.093719,51.484549,1,3,1,1,2015-02-19,5,February,19:00:00,19,8,E09000028,3,215,6,30,3,4,3,215,0,4,1,2,2,0,0,1,1,E01003969
201501MM70480,532520,176690,-0.093309,51.473661,1,3,1,1,2015-03-02,2,March,13:12:00,13,8,E09000028,3,215,6,30,0,-1,-1,0,0,5,1,1,1,0,0,1,1,E01003921
201501MM70481,532780,180310,-0.088207,51.506131,1,3,1,1,2015-04-01,4,April,18:00:00,18,8,E09000028,3,3,6,30,6,2,3,200,0,5,1,1,1,0,0,1,1,E01004027
201501MM70484,534960,176730,-0.058183,51.473444,1,3,2,1,2015-06-03,4,June,17:25:00,17,8,E09000028,3,202,6,30,3,4,5,0,0,4,1,1,1,0,0,1,2,E01003984
201501MM70485,533010,173070,-0.087618,51.441015,1,3,2,1,2015-01-17,7,January,17:40:00,17,8,E09000028,3,205,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,E01003951
201501MM70487,533560,178380,-0.077705,51.488604,1,3,1,1,2015-02-16,2,February,11:40:00,11,8,E09000028,3,2,3,30,6,2,6,0,0,5,1,1,1,0,0,1,1,E01003966
201501MM70488,533920,173990,-0.074185,51.449068,1,3,2,1,2015-06-11,5,June,12:25:00,12,8,E09000028,4,219,6,30,6,2,3,2216,0,5,1,1,1,0,0,1,1,E01003958
201501MM70489,535020,176290,-0.057487,51.469476,1,2,2,1,2015-05-08,6,May,16:09:00,16,8,E09000028,6,0,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,E01004006
201501MM70490,534570,174260,-0.064734,51.45134,1,3,2,1,2015-08-08,7,August,09:13:00,9,8,E09000028,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01004018
201501MM70491,533380,179210,-0.079982,51.496105,1,3,1,1,2015-06-11,5,June,09:00:00,9,8,E09000028,3,2206,6,30,3,4,5,0,0,0,1,1,1,0,0,1,1,E01003979
201501MM70492,533570,178230,-0.077617,51.487253,1,3,2,1,2015-06-13,7,June,09:04:00,9,8,E09000028,4,214,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,
201501MM70494,533000,180230,-0.085069,51.50536,1,3,1,2,2015-05-12,3,May,09:14:00,9,8,E09000028,3,200,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1,E01004027
201501MM70496,531920,179120,-0.101036,51.495638,1,3,1,2,2015-06-16,3,June,17:40:00,17,8,E09000028,3,201,6,30,1,4,3,3,0,7,1,1,1,0,0,1,1,E01003932
201501MM70497,532440,177300,-0.094231,51.479161,1,3,3,1,2015-06-04,5,June,06:45:00,6,8,E09000028,3,215,6,30,6,2,3,215,0,5,1,1,1,0,0,1,2,E01003924
201501MM70498,535240,177280,-0.053943,51.47832,1,3,2,1,2015-06-15,2,June,08:02:00,8,8,E09000028,3,2,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01004003
201501MM70499,533850,171310,-0.076204,51.425001,1,3,1,1,2015-06-21,1,June,17:46:00,17,8,E09000028,3,2199,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01003948
201501MM70500,531980,179100,-0.100179,51.495444,1,3,2,1,2015-06-21,1,June,08:05:00,8,8,E09000028,3,3,1,30,1,4,3,3,0,7,1,1,1,0,0,1,1,E01003933
201501MM70501,532370,180140,-0.094175,51.504699,1,3,2,1,2015-06-21,1,June,13:30:00,13,8,E09000028,3,3200,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1,E01003935
201501MM70502,533330,179230,-0.080695,51.496296,1,3,1,1,2015-05-29,6,May,08:25:00,8,8,E09000028,3,2206,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01003979
201501MM70503,534350,179250,-0.066002,51.496235,1,3,2,1,2015-06-13,7,June,18:45:00,18,8,E09000028,5,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01004022
201501MM70504,534820,177530,-0.059892,51.480666,1,3,2,1,2015-06-15,2,June,05:00:00,5,8,E09000028,3,2,3,30,3,2,5,0,0,5,1,1,1,0,0,1,2,E01003984
201501MM70505,532400,177660,-0.094672,51.482406,1,2,1,1,2015-06-20,7,June,14:25:00,14,8,E09000028,3,215,6,30,6,2,4,214,0,5,1,1,1,0,0,1,1,E01003923
201501MM70506,534720,179510,-0.060576,51.498483,1,3,2,1,2015-06-08,2,June,10:25:00,10,8,E09000028,3,200,3,30,6,2,5,0,0,5,1,1,1,0,0,1,2,E01004034
201501MM70507,532210,178540,-0.097078,51.490358,1,3,1,1,2015-06-03,4,June,09:00:00,9,8,E09000028,3,215,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1,E01032639
201501MM70510,532480,176930,-0.093794,51.475827,1,3,3,2,2015-04-07,3,April,16:00:00,16,8,E09000028,3,215,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01003921
201501MM70511,533370,171580,-0.083002,51.42754,1,3,3,2,2015-06-04,5,June,14:55:00,14,8,E09000028,3,2199,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01003946
201501MM70513,532450,179740,-0.093173,51.501086,1,3,2,1,2015-06-24,4,June,20:42:00,20,8,E09000028,3,2,6,30,6,2,3,3,0,0,1,1,1,0,0,1,1,E01003939
201501MM70514,532470,176960,-0.093927,51.476099,1,3,1,1,2015-06-25,5,June,16:53:00,16,8,E09000028,3,215,6,30,3,2,6,0,0,5,1,1,1,0,0,1,1,E01003921
201501MM70515,533520,179920,-0.077698,51.502452,1,3,1,1,2015-06-25,5,June,07:30:00,7,8,E09000028,3,100,6,30,6,2,3,100,0,5,1,1,1,0,0,1,1,E01004027
201501MM70516,532060,178440,-0.099274,51.489495,1,3,2,1,2015-06-28,1,June,17:35:00,17,8,E09000028,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01003995
201501MM70517,534260,176300,-0.068419,51.469746,1,3,1,1,2015-06-26,6,June,21:30:00,21,8,E09000028,3,2215,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01004062
201501MM70518,532410,177500,-0.094588,51.480966,1,3,2,1,2015-06-18,5,June,07:25:00,7,8,E09000028,3,215,6,30,8,4,3,215,0,4,1,1,1,0,0,1,2,E01003923
201501MM70519,531440,179310,-0.107875,51.497457,1,3,2,1,2015-06-21,1,June,02:28:00,2,8,E09000028,3,302,6,30,6,2,3,3203,0,5,4,1,2,0,0,1,1,E01003933
201501MM70520,531650,180370,-0.104457,51.506934,1,3,2,1,2015-06-29,2,June,09:55:00,9,8,E09000028,3,201,6,30,6,2,3,3200,0,0,1,1,1,0,0,1,1,E01003934
201501MM70521,533640,178310,-0.07658,51.487956,1,3,1,1,2015-06-08,2,June,18:25:00,18,8,E09000028,4,214,6,30,6,2,3,2,0,5,1,1,1,0,0,1,1,E01003966
201501MM70522,531650,179620,-0.104736,51.500194,1,3,2,1,2015-06-29,2,June,16:20:00,16,8,E09000028,3,201,6,30,8,4,6,0,0,0,1,1,1,0,0,1,1,E01003930
201501MM70524,533230,176730,-0.083077,51.473854,1,3,2,1,2015-06-27,7,June,18:20:00,18,8,E09000028,3,202,6,30,3,2,6,0,0,5,1,1,1,0,0,1,1,E01003911
201501MM70526,531640,180010,-0.104735,51.503701,1,3,2,1,2015-06-30,3,June,17:29:00,17,8,E09000028,3,201,6,30,6,2,4,300,0,5,1,1,1,0,0,1,1,E01032583
201501MM70527,534270,177930,-0.067656,51.484392,1,3,1,1,2015-05-06,4,May,15:50:00,15,8,E09000028,3,2,3,30,3,2,6,0,0,5,1,1,1,0,0,1,2,E01003989
201501MM70529,533880,176740,-0.07372,51.47379,1,3,1,1,2015-06-17,4,June,08:00:00,8,8,E09000028,3,202,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01004066
201501MM70530,533690,171820,-0.078311,51.429622,1,3,2,1,2015-06-18,5,June,12:38:00,12,8,E09000028,6,0,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,E01003948
201501MM70532,534380,175480,-0.067003,51.462349,1,3,2,1,2015-06-30,3,June,19:45:00,19,8,E09000028,3,2214,6,30,6,2,4,238,0,5,1,1,1,0,0,1,2,E01004064
201501MM70533,535210,179660,-0.053464,51.499714,1,3,2,1,2015-06-30,3,June,13:50:00,13,8,E09000028,3,101,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01004033
201501MM70540,532720,180250,-0.089093,51.505606,1,3,2,1,2015-07-03,6,July,10:20:00,10,8,E09000028,3,3,6,30,3,2,6,0,0,5,1,1,1,0,0,1,1,E01003929
201501MM70542,533950,177550,-0.072405,51.481053,1,3,2,1,2015-07-05,1,July,19:20:00,19,8,E09000028,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01003990
201501MM70543,533650,176780,-0.077014,51.474204,1,3,1,1,2015-07-03,6,July,12:00:00,12,8,E09000028,3,202,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01004066
201501MM70544,533390,179390,-0.07977,51.49772,1,3,1,1,2015-07-06,2,July,21:28:00,21,8,E09000028,3,100,6,30,6,2,4,202,0,0,1,1,1,0,0,1,1,E01003976
201501MM70545,532650,180160,-0.090135,51.504813,1,3,2,1,2015-06-19,6,June,12:00:00,12,8,E09000028,3,3,6,30,3,2,3,3,0,5,1,1,1,0,0,1,1,E01003929
201501MM70548,533620,178340,-0.076856,51.48823,1,3,2,1,2015-07-03,6,July,14:05:00,14,8,E09000028,3,2,6,30,3,2,4,214,0,5,1,1,1,0,0,1,1,E01003966
201501MM70549,532120,179030,-0.09819,51.494783,1,3,1,1,2015-06-22,2,June,18:00:00,18,8,E09000028,3,201,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01032720
201501MM70550,532830,178610,-0.088126,51.490842,1,2,1,1,2015-05-01,6,May,23:00:00,23,8,E09000028,5,0,6,30,3,4,6,0,0,1,4,1,1,0,0,1,2,E01003961
201501MM70551,534160,176550,-0.069763,51.472017,1,3,1,1,2015-07-07,3,July,16:01:00,16,8,E09000028,3,2215,6,30,3,2,3,2215,0,5,1,1,1,0,0,1,1,E01004067
201501MM70552,532260,180000,-0.095811,51.503467,1,3,2,1,2015-06-24,4,June,11:00:00,11,8,E09000028,3,300,6,30,0,-1,-1,0,0,1,1,1,1,0,0,1,1,E01003929
201501MM70554,534830,177530,-0.059748,51.480664,1,3,2,1,2015-06-28,1,June,01:40:00,1,8,E09000028,3,2,6,30,3,4,3,2,0,0,4,1,1,0,0,1,1,E01003984
201501MM70556,534090,178040,-0.070205,51.485423,1,3,2,1,2015-07-08,4,July,16:00:00,16,8,E09000028,3,2,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01003964
201501MM70557,531670,177280,-0.10532,51.479161,1,3,2,1,2015-07-08,4,July,08:50:00,8,9,E09000022,6,0,6,30,3,4,3,202,0,0,1,1,1,0,0,1,1,E01003926
201501MM70558,533840,179440,-0.073273,51.498063,1,3,2,1,2015-07-08,4,July,09:27:00,9,8,E09000028,4,202,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01003975
201501MM70560,532810,178550,-0.088437,51.490308,1,3,2,1,2015-07-08,4,July,18:32:00,18,8,E09000028,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01003961
201501MM70562,534460,177810,-0.064967,51.483268,1,3,2,1,2015-07-05,1,July,17:09:00,17,8,E09000028,3,2,3,30,3,4,4,216,0,0,1,1,1,0,0,1,1,E01003989
201501MM70563,533110,178830,-0.084013,51.492753,1,3,2,1,2015-07-10,6,July,19:10:00,19,8,E09000028,3,2,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01003960
201501MM70564,534480,173250,-0.066412,51.442286,1,3,2,1,2015-07-11,7,July,15:45:00,15,8,E09000028,3,205,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01003949
201501MM70565,533010,180220,-0.084929,51.505268,1,3,2,1,2015-07-11,7,July,10:45:00,10,8,E09000028,3,200,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01004027
201501MM70566,533940,171410,-0.074872,51.425878,1,3,2,1,2015-07-10,6,July,18:00:00,18,8,E09000028,3,212,1,30,1,4,6,0,0,0,1,1,1,0,0,1,1,E01003948
201501MM70567,533670,178310,-0.076148,51.487949,1,3,2,1,2015-07-09,5,July,08:13:00,8,8,E09000028,3,2,3,30,6,2,4,214,0,5,1,1,1,0,0,1,1,E01004040
201501MM70568,533590,179850,-0.076717,51.501806,1,3,2,1,2015-07-13,2,July,12:35:00,12,8,E09000028,3,200,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01004027
201501MM70569,532140,178180,-0.09822,51.48714,1,3,2,1,2015-07-03,6,July,15:40:00,15,8,E09000028,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01003994
201501MM70570,533430,179980,-0.078972,51.503012,1,3,2,1,2015-06-28,1,June,20:21:00,20,8,E09000028,3,200,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01004027
201501MM70571,534440,176720,-0.065669,51.473478,1,3,2,1,2015-04-14,3,April,07:20:00,7,8,E09000028,3,2215,6,30,8,4,6,0,0,0,1,1,1,0,0,1,1,E01004067
201501MM70572,532500,178970,-0.092742,51.494155,1,3,2,1,2015-06-29,2,June,18:43:00,18,8,E09000028,3,201,6,30,3,4,4,240,0,0,1,1,1,0,0,1,1,E01032722
201501MM70573,532010,179050,-0.099766,51.494988,1,3,2,1,2015-07-12,1,July,07:45:00,7,8,E09000028,3,201,6,30,1,4,3,3,0,7,1,1,1,0,0,1,2,E01032720
201501MM70575,532180,176980,-0.098093,51.476346,1,3,2,2,2015-07-13,2,July,15:27:00,15,8,E09000028,3,202,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01003919
201501MM70577,532560,180220,-0.091409,51.505374,1,3,1,1,2015-05-23,7,May,15:15:00,15,8,E09000028,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01003929
201501MM70578,534070,178050,-0.070489,51.485517,1,3,2,1,2015-07-14,3,July,08:45:00,8,8,E09000028,3,2,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01003964
201501MM70579,532210,176930,-0.09768,51.47589,1,3,2,1,2015-07-09,5,July,16:30:00,16,8,E09000028,3,202,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01003919
201501MM70580,532470,176970,-0.093923,51.476189,1,3,2,1,2015-07-04,7,July,02:50:00,2,8,E09000028,3,215,6,30,3,2,6,0,0,5,7,1,1,0,0,1,2,E01003921
201501MM70581,532380,178960,-0.094473,51.494093,1,3,2,1,2015-06-25,5,June,08:50:00,8,8,E09000028,3,201,6,30,3,4,4,240,0,4,1,1,1,0,0,1,1,E01032720
201501MM70582,532470,176970,-0.093923,51.476189,1,3,2,1,2015-06-01,2,June,18:00:00,18,8,E09000028,3,215,6,30,3,2,6,0,0,5,1,1,1,0,0,1,1,E01003921
201501MM70583,533810,175170,-0.075321,51.459698,1,3,1,1,2015-04-08,4,April,11:23:00,11,8,E09000028,3,2214,6,30,3,4,3,2216,0,0,1,1,1,0,0,1,1,E01003952
201501MM70584,532960,179880,-0.085777,51.502224,1,3,2,1,2015-05-08,6,May,23:15:00,23,8,E09000028,6,0,6,30,6,4,6,0,0,0,4,2,2,0,0,1,1,E01003981
201501MM70585,534740,176780,-0.061329,51.473946,1,2,2,2,2015-07-15,4,July,13:45:00,13,8,E09000028,3,202,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01004005
201501MM70586,533820,174980,-0.075249,51.457988,1,3,2,1,2015-04-29,4,April,05:42:00,5,8,E09000028,3,2216,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01003952
201501MM70587,535240,177650,-0.053802,51.481645,1,3,2,1,2015-07-18,7,July,11:00:00,11,8,E09000028,5,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01003988
201501MM70588,532290,179600,-0.095529,51.499865,1,2,2,1,2015-05-13,4,May,18:55:00,18,8,E09000028,3,3,6,30,6,2,5,0,0,5,1,1,1,0,0,1,2,E01003937
201501MM70589,532720,178100,-0.089901,51.486285,1,3,2,1,2015-05-28,5,May,18:00:00,18,8,E09000028,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01003973
201501MM70590,533590,179110,-0.076997,51.495157,1,3,2,1,2015-06-01,2,June,17:53:00,17,8,E09000028,3,2206,6,30,3,4,6,0,0,1,1,1,1,0,0,1,1,E01003979
201501MM70591,534500,176780,-0.064783,51.474003,1,3,2,1,2015-06-11,5,June,18:20:00,18,8,E09000028,3,202,3,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01032805
201501MM70596,533730,175700,-0.076271,51.46448,1,3,2,1,2015-06-13,7,June,21:15:00,21,8,E09000028,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01004052
201501MM70600,534460,177810,-0.064967,51.483268,1,3,2,1,2015-07-11,7,July,01:50:00,1,8,E09000028,3,2,3,30,3,2,4,216,0,0,4,1,1,0,0,1,1,E01003989
201501MM70601,531790,177190,-0.103627,51.478324,1,2,2,1,2015-07-03,6,July,04:30:00,4,9,E09000022,3,202,6,30,6,4,3,202,0,4,1,1,1,0,0,1,2,E01003180
201501MM70602,532000,179050,-0.09991,51.49499,1,3,2,1,2015-07-21,3,July,15:00:00,15,8,E09000028,3,3,1,30,1,4,3,201,0,0,1,1,1,0,0,1,1,E01032720
201501MM70603,535300,177090,-0.053152,51.476598,1,3,2,1,2015-05-21,5,May,23:30:00,23,7,E09000023,4,2227,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01004003
201501MM70604,534260,177930,-0.0678,51.484394,1,3,2,1,2015-07-20,2,July,17:00:00,17,8,E09000028,3,2,3,50,3,2,6,0,0,5,1,1,1,0,0,1,1,E01003989
201501MM70605,531930,177100,-0.101646,51.477483,1,3,3,2,2015-06-27,7,June,08:53:00,8,9,E09000022,3,202,6,30,6,2,5,0,0,0,1,1,1,0,0,1,1,E01003180
201501MM70606,531900,179050,-0.10135,51.495014,1,3,2,1,2015-06-20,7,June,18:02:00,18,8,E09000028,3,3,1,30,1,4,3,302,0,0,1,1,1,0,0,1,2,E01003933
201501MM70607,532540,180310,-0.091663,51.506187,1,3,1,1,2015-07-10,6,July,13:20:00,13,8,E09000028,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01003929
201501MM70608,531650,179490,-0.104785,51.499026,1,3,2,1,2015-07-21,3,July,07:05:00,7,8,E09000028,3,201,6,30,3,4,3,3202,0,1,1,1,1,0,0,1,1,E01003930
201501MM70609,533410,179480,-0.079448,51.498524,1,3,2,1,2015-07-20,2,July,10:55:00,10,8,E09000028,3,100,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01032646
201501MM70610,532760,174830,-0.090553,51.45689,1,3,2,1,2015-07-16,5,July,18:15:00,18,8,E09000028,5,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01004070
201501MM70611,531980,178870,-0.100265,51.493378,1,3,1,1,2015-07-20,2,July,16:50:00,16,8,E09000028,3,215,6,30,3,4,3,3,0,0,1,1,1,0,0,1,1,E01032720
201501MM70612,533130,177290,-0.084305,51.47891,1,3,2,1,2015-07-22,4,July,17:21:00,17,8,E09000028,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01003916
201501MM70613,533660,179400,-0.075879,51.497746,1,3,2,1,2015-07-23,5,July,08:00:00,8,8,E09000028,4,202,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01003975
201501MM70614,534640,177700,-0.062418,51.482237,1,3,1,1,2015-07-23,5,July,15:34:00,15,8,E09000028,3,2,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1,E01003988
201501MM70615,532460,177880,-0.093726,51.484369,1,3,1,1,2015-06-28,1,June,03:15:00,3,8,E09000028,3,215,6,30,3,4,3,215,0,1,4,1,1,0,0,1,1,E01003969
201501MM70617,535520,179980,-0.048878,51.502516,1,3,2,1,2015-07-06,2,July,17:15:00,17,8,E09000028,5,0,6,30,3,4,4,205,0,0,1,1,1,0,0,1,2,E01004029
201501MM70618,533830,177630,-0.074102,51.4818,1,3,2,1,2015-07-16,5,July,16:32:00,16,8,E09000028,6,0,6,30,3,4,4,215,0,0,1,1,1,0,0,1,1,E01004014
201501MM70619,534320,177270,-0.067187,51.478449,1,3,2,2,2015-07-11,7,July,19:10:00,19,8,E09000028,5,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01003983
201501MM70620,533610,176780,-0.07759,51.474213,1,3,2,1,2015-07-25,7,July,12:00:00,12,8,E09000028,3,202,6,30,3,4,4,217,0,0,1,1,1,0,0,1,1,E01004066
201501MM70624,531900,178780,-0.10145,51.492587,1,3,2,1,2015-07-06,2,July,10:32:00,10,8,E09000028,3,3,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01003933
201501MM70625,534080,178850,-0.070041,51.492704,1,3,1,1,2015-06-04,5,June,15:35:00,15,8,E09000028,3,2206,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01004043
201501MM70626,531800,180300,-0.102323,51.50627,1,3,1,1,2015-06-18,5,June,17:30:00,17,8,E09000028,3,3200,6,30,3,4,5,0,0,1,1,1,1,0,0,1,1,E01003934
201501MM70627,534990,177430,-0.057484,51.479727,1,3,2,1,2015-06-25,5,June,09:48:00,9,8,E09000028,3,2,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01003984
